Date,Category,Amount
2025-08-05,Entertainment,0.0
2025-08-05,shopping,0.0
2025-08-05,health & Medical,78.66
2025-08-05,Education,0.0
2025-08-06,food & Dining,315.65
2025-08-06,Travel & Transportation,95.44
2025-08-06,Bills & Utilities,606.01
2025-08-06,Entertainment,0.0
2025-08-06,shopping,0.0
2025-08-06,health & Medical,0.0
2025-08-06,Education,204.93
2025-08-07,food & Dining,362.88
2025-08-07,Travel & Transportation,112.18
2025-08-07,Bills & Utilities,476.51
2025-08-07,Entertainment,0.0
2025-08-07,shopping,0.0
2025-08-07,health & Medical,0.0
2025-08-07,Education,0.0
2025-08-08,food & Dining,324.31
2025-08-08,Travel & Transportation,137.57
2025-08-08,Bills & Utilities,516.13
2025-08-08,Entertainment,0.0
2025-08-08,shopping,0.0
2025-08-08,health & Medical,0.0
2025-08-08,Education,258.33
2025-08-09,food & Dining,359.05
2025-08-09,Travel & Transportation,112.1
2025-08-09,Bills & Utilities,403.33
2025-08-09,Entertainment,94.28
2025-08-09,shopping,0.0
2025-08-09,health & Medical,0.0
2025-08-09,Education,0.0
2025-08-10,food & Dining,366.11
2025-08-10,Travel & Transportation,137.34
2025-08-10,Bills & Utilities,723.15
2025-08-10,Entertainment,0.0
2025-08-10,shopping,0.0
2025-08-10,health & Medical,0.0
2025-08-10,Education,0.0
2025-08-11,food & Dining,269.94
2025-08-11,Travel & Transportation,134.98
2025-08-11,Bills & Utilities,333.32
2025-08-11,Entertainment,0.0
2025-08-11,shopping,210.75
2025-08-11,health & Medical,0.0
2025-08-11,Education,0.0
2025-08-12,food & Dining,273.62
2025-08-12,Travel & Transportation,96.31
2025-08-12,Bills & Utilities,560.26
2025-08-12,Entertainment,0.0
2025-08-12,shopping,0.0
2025-08-12,health & Medical,0.0
2025-08-12,Education,0.0
2025-08-13,food & Dining,342.56
2025-08-13,Travel & Transportation,136.72
2025-08-13,Bills & Utilities,533.8
2025-08-13,Entertainment,0.0
2025-08-13,shopping,0.0
2025-08-13,health & Medical,0.0
2025-08-13,Education,0.0
2025-08-14,food & Dining,239.92
2025-08-14,Travel & Transportation,107.2
2025-08-14,Bills & Utilities,548.63
2025-08-14,Entertainment,0.0
2025-08-14,shopping,0.0
2025-08-14,health & Medical,0.0
2025-08-14,Education,0.0
2025-08-15,food & Dining,260.14
2025-08-15,Travel & Transportation,101.23
2025-08-15,Bills & Utilities,543.49
2025-08-15,Entertainment,122.42
2025-08-15,shopping,0.0
2025-08-15,health & Medical,0.0
2025-08-15,Education,0.0
2025-08-16,food & Dining,332.01
2025-08-16,Travel & Transportation,114.04
2025-08-16,Bills & Utilities,382.97
2025-08-16,Entertainment,0.0
2025-08-16,shopping,0.0
2025-08-16,health & Medical,0.0
2025-08-16,Education,0.0
2025-08-17,food & Dining,357.0
2025-08-17,Travel & Transportation,74.89
2025-08-17,Bills & Utilities,494.13
2025-08-17,Entertainment,181.26
2025-08-17,shopping,105.8
2025-08-17,health & Medical,0.0
2025-08-17,Education,0.0
2025-08-18,food & Dining,315.28
2025-08-18,Travel & Transportation,107.48
2025-08-18,Bills & Utilities,539.92
2025-08-18,Entertainment,0.0
2025-08-18,shopping,177.99
2025-08-18,health & Medical,0.0
2025-08-18,Education,0.0
2025-08-19,food & Dining,201.72
2025-08-19,Travel & Transportation,82.39
2025-08-19,Bills & Utilities,336.61
2025-08-19,Entertainment,0.0
2025-08-19,shopping,0.0
2025-08-19,health & Medical,0.0
2025-08-19,Education,0.0
2025-08-20,food & Dining,307.67
2025-08-20,Travel & Transportation,124.61
2025-08-20,Bills & Utilities,581.73
2025-08-20,Entertainment,0.0
2025-08-20,shopping,297.48
2025-08-20,health & Medical,0.0
2025-08-20,Education,0.0
2025-08-21,food & Dining,232.75
2025-08-21,Travel & Transportation,74.17
2025-08-21,Bills & Utilities,637.72
2025-08-21,Entertainment,221.4
2025-08-21,shopping,0.0
2025-08-21,health & Medical,72.32
2025-08-21,Education,0.0
2025-08-22,food & Dining,439.3
2025-08-22,Travel & Transportation,101.48
2025-08-22,Bills & Utilities,572.24
2025-08-22,Entertainment,0.0
2025-08-22,shopping,391.04
2025-08-22,health & Medical,0.0
2025-08-22,Education,0.0
2025-08-23,food & Dining,328.82
2025-08-23,Travel & Transportation,54.74
2025-08-23,Bills & Utilities,518.5
2025-08-23,Entertainment,0.0
2025-08-23,shopping,0.0
2025-08-23,health & Medical,152.09
2025-08-23,Education,0.0
2025-08-24,food & Dining,364.02
2025-08-24,Travel & Transportation,146.46
2025-08-24,Bills & Utilities,532.02
2025-08-24,Entertainment,0.0
2025-08-24,shopping,0.0
2025-08-24,health & Medical,0.0
2025-08-24,Education,172.61
2025-08-25,food & Dining,313.21
2025-08-25,Travel & Transportation,98.79
2025-08-25,Bills & Utilities,574.54
2025-08-25,Entertainment,0.0
2025-08-25,shopping,0.0
2025-08-25,health & Medical,0.0
2025-08-25,Education,0.0
2025-08-26,food & Dining,293.88
2025-08-26,Travel & Transportation,65.7
2025-08-26,Bills & Utilities,508.75
2025-08-26,Entertainment,166.31
2025-08-26,shopping,0.0
2025-08-26,health & Medical,0.0
2025-08-26,Education,0.0
2025-08-27,food & Dining,255.23
2025-08-27,Travel & Transportation,131.89
2025-08-27,Bills & Utilities,733.78
2025-08-27,Entertainment,0.0
2025-08-27,shopping,130.49
2025-08-27,health & Medical,0.0
2025-08-27,Education,0.0
2025-08-28,food & Dining,319.27
2025-08-28,Travel & Transportation,124.67
2025-08-28,Bills & Utilities,416.3
2025-08-28,Entertainment,188.64
2025-08-28,shopping,0.0
2025-08-28,health & Medical,0.0
2025-08-28,Education,0.0
2025-08-29,food & Dining,358.59
2025-08-29,Travel & Transportation,144.94
2025-08-29,Bills & Utilities,418.38
2025-08-29,Entertainment,0.0
2025-08-29,shopping,202.58
2025-08-29,health & Medical,0.0
2025-08-29,Education,0.0
2025-08-30,food & Dining,237.97
2025-08-30,Travel & Transportation,132.7
2025-08-30,Bills & Utilities,442.88
2025-08-30,Entertainment,0.0
2025-08-30,shopping,0.0
2025-08-30,health & Medical,0.0
2025-08-30,Education,284.17
2025-08-31,food & Dining,303.18
2025-08-31,Travel & Transportation,88.85
2025-08-31,Bills & Utilities,352.24
2025-08-31,Entertainment,0.0
2025-08-31,shopping,0.0
2025-08-31,health & Medical,134.61
2025-08-31,Education,0.0
2025-09-01,food & Dining,269.21
2025-09-01,Travel & Transportation,121.74
2025-09-01,Bills & Utilities,544.85
2025-09-01,Entertainment,0.0
2025-09-01,shopping,0.0
2025-09-01,health & Medical,0.0
2025-09-01,Education,0.0
2025-09-02,food & Dining,378.97
2025-09-02,Travel & Transportation,81.65
2025-09-02,Bills & Utilities,613.59
2025-09-02,Entertainment,139.22
2025-09-02,shopping,0.0
2025-09-02,health & Medical,0.0
2025-09-02,Education,0.0
2025-09-03,food & Dining,280.22
2025-09-03,Travel & Transportation,95.29
2025-09-03,Bills & Utilities,378.98
2025-09-03,Entertainment,0.0
2025-09-03,shopping,270.14
2025-09-03,health & Medical,0.0
2025-09-03,Education,0.0
2025-09-04,food & Dining,320.84
2025-09-04,Travel & Transportation,135.01
2025-09-04,Bills & Utilities,497.69
2025-09-04,Entertainment,0.0
2025-09-04,shopping,0.0
2025-09-04,health & Medical,0.0
2025-09-04,Education,0.0
2025-09-05,food & Dining,220.83
2025-09-05,Travel & Transportation,91.04
2025-09-05,Bills & Utilities,464.18
2025-09-05,Entertainment,0.0
2025-09-05,shopping,0.0
2025-09-05,health & Medical,0.0
2025-09-05,Education,0.0
2025-09-06,food & Dining,280.03
2025-09-06,Travel & Transportation,103.88
2025-09-06,Bills & Utilities,493.67
2025-09-06,Entertainment,0.0
2025-09-06,shopping,0.0
2025-09-06,health & Medical,0.0
2025-09-06,Education,0.0
2025-09-07,food & Dining,284.49
2025-09-07,Travel & Transportation,92.03
2025-09-07,Bills & Utilities,637.01
2025-09-07,Entertainment,233.95
2025-09-07,shopping,0.0
2025-09-07,health & Medical,0.0
2025-09-07,Education,0.0
2025-09-08,food & Dining,341.47
2025-09-08,Travel & Transportation,81.05
2025-09-08,Bills & Utilities,529.12
2025-09-08,Entertainment,0.0
2025-09-08,shopping,0.0
2025-09-08,health & Medical,0.0
2025-09-08,Education,0.0
2025-09-09,food & Dining,244.06
2025-09-09,Travel & Transportation,93.5
2025-09-09,Bills & Utilities,406.08
2025-09-09,Entertainment,0.0
2025-09-09,shopping,0.0
2025-09-09,health & Medical,0.0
2025-09-09,Education,0.0
2025-09-10,food & Dining,215.29
2025-09-10,Travel & Transportation,130.2
2025-09-10,Bills & Utilities,443.03
2025-09-10,Entertainment,0.0
2025-09-10,shopping,0.0
2025-09-10,health & Medical,0.0
2025-09-10,Education,0.0
2025-09-11,food & Dining,313.33
2025-09-11,Travel & Transportation,69.9
2025-09-11,Bills & Utilities,466.86
2025-09-11,Entertainment,249.15
2025-09-11,shopping,0.0
2025-09-11,health & Medical,75.98
2025-09-11,Education,0.0
2025-09-12,food & Dining,348.36
2025-09-12,Travel & Transportation,114.82
2025-09-12,Bills & Utilities,463.77
2025-09-12,Entertainment,0.0
2025-09-12,shopping,0.0
2025-09-12,health & Medical,0.0
2025-09-12,Education,0.0
2025-09-13,food & Dining,277.19
2025-09-13,Travel & Transportation,63.72
2025-09-13,Bills & Utilities,505.67
2025-09-13,Entertainment,157.94
2025-09-13,shopping,214.87
2025-09-13,health & Medical,0.0
2025-09-13,Education,0.0
2025-09-14,food & Dining,372.44
2025-09-14,Travel & Transportation,90.55
2025-09-14,Bills & Utilities,475.86
2025-09-14,Entertainment,252.67
2025-09-14,shopping,0.0
2025-09-14,health & Medical,0.0
2025-09-14,Education,0.0
2025-09-15,food & Dining,282.54
2025-09-15,Travel & Transportation,93.35
2025-09-15,Bills & Utilities,355.9
2025-09-15,Entertainment,0.0
2025-09-15,shopping,290.21
2025-09-15,health & Medical,0.0
2025-09-15,Education,0.0
2025-09-16,food & Dining,296.58
2025-09-16,Travel & Transportation,100.86
2025-09-16,Bills & Utilities,481.49
2025-09-16,Entertainment,0.0
2025-09-16,shopping,255.25
2025-09-16,health & Medical,0.0
2025-09-16,Education,0.0
2025-09-17,food & Dining,410.21
2025-09-17,Travel & Transportation,137.0
2025-09-17,Bills & Utilities,499.23
2025-09-17,Entertainment,0.0
2025-09-17,shopping,0.0
2025-09-17,health & Medical,0.0
2025-09-17,Education,0.0
2025-09-18,food & Dining,365.91
2025-09-18,Travel & Transportation,59.25
2025-09-18,Bills & Utilities,455.67
2025-09-18,Entertainment,129.8
2025-09-18,shopping,177.61
2025-09-18,health & Medical,0.0
2025-09-18,Education,0.0
2025-09-19,food & Dining,390.38
2025-09-19,Travel & Transportation,95.69
2025-09-19,Bills & Utilities,483.49
2025-09-19,Entertainment,152.22
2025-09-19,shopping,0.0
2025-09-19,health & Medical,0.0
2025-09-19,Education,0.0
2025-09-20,food & Dining,232.31
2025-09-20,Travel & Transportation,122.03
2025-09-20,Bills & Utilities,292.29
2025-09-20,Entertainment,0.0
2025-09-20,shopping,0.0
2025-09-20,health & Medical,0.0
2025-09-20,Education,0.0
2025-09-21,food & Dining,325.32
2025-09-21,Travel & Transportation,141.71
2025-09-21,Bills & Utilities,678.73
2025-09-21,Entertainment,0.0
2025-09-21,shopping,0.0
2025-09-21,health & Medical,0.0
2025-09-21,Education,0.0
2025-09-22,food & Dining,291.42
2025-09-22,Travel & Transportation,132.95
2025-09-22,Bills & Utilities,535.77
2025-09-22,Entertainment,0.0
2025-09-22,shopping,0.0
2025-09-22,health & Medical,0.0
2025-09-22,Education,0.0
2025-09-23,food & Dining,321.93
2025-09-23,Travel & Transportation,125.28
2025-09-23,Bills & Utilities,575.5
2025-09-23,Entertainment,14.07
2025-09-23,shopping,199.7
2025-09-23,health & Medical,0.0
2025-09-23,Education,0.0
2025-09-24,food & Dining,305.84
2025-09-24,Travel & Transportation,61.43
2025-09-24,Bills & Utilities,588.01
2025-09-24,Entertainment,0.0
2025-09-24,shopping,0.0
2025-09-24,health & Medical,0.0
2025-09-24,Education,0.0
2025-09-25,food & Dining,264.71
2025-09-25,Travel & Transportation,97.53
2025-09-25,Bills & Utilities,530.65
2025-09-25,Entertainment,0.0
2025-09-25,shopping,214.56
2025-09-25,health & Medical,0.0
2025-09-25,Education,0.0
2025-09-26,food & Dining,235.78
2025-09-26,Travel & Transportation,144.28
2025-09-26,Bills & Utilities,549.14
2025-09-26,Entertainment,0.0
2025-09-26,shopping,218.22
2025-09-26,health & Medical,0.0
2025-09-26,Education,0.0
2025-09-27,food & Dining,256.97
2025-09-27,Travel & Transportation,140.58
2025-09-27,Bills & Utilities,453.34
2025-09-27,Entertainment,0.0
2025-09-27,shopping,0.0
2025-09-27,health & Medical,0.0
2025-09-27,Education,0.0
2025-09-28,food & Dining,325.27
2025-09-28,Travel & Transportation,115.84
2025-09-28,Bills & Utilities,310.03
2025-09-28,Entertainment,0.0
2025-09-28,shopping,122.06
2025-09-28,health & Medical,0.0
2025-09-28,Education,228.02
2025-09-29,food & Dining,270.23
2025-09-29,Travel & Transportation,32.42
2025-09-29,Bills & Utilities,533.6
2025-09-29,Entertainment,0.0
2025-09-29,shopping,0.0
2025-09-29,health & Medical,0.0
2025-09-29,Education,0.0
2025-09-30,food & Dining,265.09
2025-09-30,Travel & Transportation,103.73
2025-09-30,Bills & Utilities,461.92
2025-09-30,Entertainment,61.14
2025-09-30,shopping,0.0
2025-09-30,health & Medical,0.0
2025-09-30,Education,0.0
2025-10-01,food & Dining,282.7
2025-10-01,Travel & Transportation,115.92
2025-10-01,Bills & Utilities,433.66
2025-10-01,Entertainment,0.0
2025-10-01,shopping,0.0
2025-10-01,health & Medical,0.0
2025-10-01,Education,0.0
2025-10-02,food & Dining,287.8
2025-10-02,Travel & Transportation,108.84
2025-10-02,Bills & Utilities,569.32
2025-10-02,Entertainment,0.0
2025-10-02,shopping,0.0
2025-10-02,health & Medical,0.0
2025-10-02,Education,0.0
2025-10-03,food & Dining,288.6
2025-10-03,Travel & Transportation,103.24
2025-10-03,Bills & Utilities,409.34
2025-10-03,Entertainment,0.0
2025-10-03,shopping,0.0
2025-10-03,health & Medical,0.0
2025-10-03,Education,0.0
2025-10-04,food & Dining,361.36
2025-10-04,Travel & Transportation,63.7
2025-10-04,Bills & Utilities,543.86
2025-10-04,Entertainment,54.1
2025-10-04,shopping,98.5
2025-10-04,health & Medical,0.0
2025-10-04,Education,0.0
2025-10-05,food & Dining,310.43
2025-10-05,Travel & Transportation,63.3
2025-10-05,Bills & Utilities,642.46
2025-10-05,Entertainment,0.0
2025-10-05,shopping,0.0
2025-10-05,health & Medical,0.0
2025-10-05,Education,0.0
2025-10-06,food & Dining,164.83
2025-10-06,Travel & Transportation,110.18
2025-10-06,Bills & Utilities,465.18
2025-10-06,Entertainment,0.0
2025-10-06,shopping,271.64
2025-10-06,health & Medical,0.0
2025-10-06,Education,0.0
2025-10-07,food & Dining,300.55
2025-10-07,Travel & Transportation,117.37
2025-10-07,Bills & Utilities,546.0
2025-10-07,Entertainment,0.0
2025-10-07,shopping,300.43
2025-10-07,health & Medical,0.0
2025-10-07,Education,0.0
2025-10-08,food & Dining,274.17
2025-10-08,Travel & Transportation,69.3
2025-10-08,Bills & Utilities,528.0
2025-10-08,Entertainment,0.0
2025-10-08,shopping,0.0
2025-10-08,health & Medical,162.66
2025-10-08,Education,0.0
2025-10-09,food & Dining,321.26
2025-10-09,Travel & Transportation,111.92
2025-10-09,Bills & Utilities,425.25
2025-10-09,Entertainment,0.0
2025-10-09,shopping,87.77
2025-10-09,health & Medical,0.0
2025-10-09,Education,0.0
2025-10-10,food & Dining,284.86
2025-10-10,Travel & Transportation,140.38
2025-10-10,Bills & Utilities,480.67
2025-10-10,Entertainment,253.01
2025-10-10,shopping,0.0
2025-10-10,health & Medical,0.0
2025-10-10,Education,0.0
2025-10-11,food & Dining,311.02
2025-10-11,Travel & Transportation,164.29
2025-10-11,Bills & Utilities,453.02
2025-10-11,Entertainment,0.0
2025-10-11,shopping,0.0
2025-10-11,health & Medical,0.0
2025-10-11,Education,0.0
2025-10-12,food & Dining,285.6
2025-10-12,Travel & Transportation,107.35
2025-10-12,Bills & Utilities,473.0
2025-10-12,Entertainment,0.0
2025-10-12,shopping,175.31
2025-10-12,health & Medical,0.0
2025-10-12,Education,0.0
2025-10-13,food & Dining,237.89
2025-10-13,Travel & Transportation,44.79
2025-10-13,Bills & Utilities,632.82
2025-10-13,Entertainment,0.0
2025-10-13,shopping,0.0
2025-10-13,health & Medical,0.0
2025-10-13,Education,0.0
2025-10-14,food & Dining,297.02
2025-10-14,Travel & Transportation,48.95
2025-10-14,Bills & Utilities,419.03
2025-10-14,Entertainment,0.0
2025-10-14,shopping,273.44
2025-10-14,health & Medical,0.0
2025-10-14,Education,306.32
2025-10-15,food & Dining,292.13
2025-10-15,Travel & Transportation,123.02
2025-10-15,Bills & Utilities,499.83
2025-10-15,Entertainment,0.0
2025-10-15,shopping,0.0
2025-10-15,health & Medical,0.0
2025-10-15,Education,259.63
2025-10-16,food & Dining,267.27
2025-10-16,Travel & Transportation,38.51
2025-10-16,Bills & Utilities,537.35
2025-10-16,Entertainment,251.88
2025-10-16,shopping,0.0
2025-10-16,health & Medical,0.0
2025-10-16,Education,214.69
2025-10-17,food & Dining,282.42
2025-10-17,Travel & Transportation,77.19
2025-10-17,Bills & Utilities,460.64
2025-10-17,Entertainment,0.0
2025-10-17,shopping,95.03
2025-10-17,health & Medical,0.0
2025-10-17,Education,0.0
2025-10-18,food & Dining,257.33
2025-10-18,Travel & Transportation,79.92
2025-10-18,Bills & Utilities,402.17
2025-10-18,Entertainment,0.0
2025-10-18,shopping,249.83
2025-10-18,health & Medical,0.0
2025-10-18,Education,0.0
2025-10-19,food & Dining,354.24
2025-10-19,Travel & Transportation,83.65
2025-10-19,Bills & Utilities,681.68
2025-10-19,Entertainment,61.15
2025-10-19,shopping,0.0
2025-10-19,health & Medical,133.33
2025-10-19,Education,0.0
2025-10-20,food & Dining,343.21
2025-10-20,Travel & Transportation,18.77
2025-10-20,Bills & Utilities,428.0
2025-10-20,Entertainment,0.0
2025-10-20,shopping,208.52
2025-10-20,health & Medical,0.0
2025-10-20,Education,315.75
2025-10-21,food & Dining,364.23
2025-10-21,Travel & Transportation,128.08
2025-10-21,Bills & Utilities,577.69
2025-10-21,Entertainment,0.0
2025-10-21,shopping,0.0
2025-10-21,health & Medical,0.0
2025-10-21,Education,263.4
2025-10-22,food & Dining,300.81
2025-10-22,Travel & Transportation,104.3
2025-10-22,Bills & Utilities,448.41
2025-10-22,Entertainment,0.0
2025-10-22,shopping,111.06
2025-10-22,health & Medical,0.0
2025-10-22,Education,0.0
2025-10-23,food & Dining,308.96
2025-10-23,Travel & Transportation,115.62
2025-10-23,Bills & Utilities,392.05
2025-10-23,Entertainment,0.0
2025-10-23,shopping,0.0
2025-10-23,health & Medical,0.0
2025-10-23,Education,0.0
2025-10-24,food & Dining,287.53
2025-10-24,Travel & Transportation,65.11
2025-10-24,Bills & Utilities,458.66
2025-10-24,Entertainment,0.0
2025-10-24,shopping,254.77
2025-10-24,health & Medical,142.8
2025-10-24,Education,0.0
2025-10-25,food & Dining,282.86
2025-10-25,Travel & Transportation,41.1
2025-10-25,Bills & Utilities,546.08
2025-10-25,Entertainment,0.0
2025-10-25,shopping,193.51
2025-10-25,health & Medical,0.0
2025-10-25,Education,0.0
2025-10-26,food & Dining,275.04
2025-10-26,Travel & Transportation,135.92
2025-10-26,Bills & Utilities,419.24
2025-10-26,Entertainment,134.36
2025-10-26,shopping,0.0
2025-10-26,health & Medical,0.0
2025-10-26,Education,0.0
2025-10-27,food & Dining,309.75
2025-10-27,Travel & Transportation,118.45
2025-10-27,Bills & Utilities,550.97
2025-10-27,Entertainment,0.0
2025-10-27,shopping,0.0
2025-10-27,health & Medical,0.0
2025-10-27,Education,0.0
2025-10-28,food & Dining,249.93
2025-10-28,Travel & Transportation,72.33
2025-10-28,Bills & Utilities,404.54
2025-10-28,Entertainment,0.0
2025-10-28,shopping,192.65
2025-10-28,health & Medical,92.99
2025-10-28,Education,0.0
2025-10-29,food & Dining,224.7
2025-10-29,Travel & Transportation,110.38
2025-10-29,Bills & Utilities,549.2
2025-10-29,Entertainment,294.5
2025-10-29,shopping,0.0
2025-10-29,health & Medical,0.0
2025-10-29,Education,0.0
2025-10-30,food & Dining,193.8
2025-10-30,Travel & Transportation,112.41
2025-10-30,Bills & Utilities,713.56
2025-10-30,Entertainment,0.0
2025-10-30,shopping,0.0
2025-10-30,health & Medical,0.0
2025-10-30,Education,0.0
2025-10-31,food & Dining,258.84
2025-10-31,Travel & Transportation,126.16
2025-10-31,Bills & Utilities,532.4
2025-10-31,Entertainment,207.69
2025-10-31,shopping,0.0
2025-10-31,health & Medical,0.0
2025-10-31,Education,0.0
2025-11-01,food & Dining,334.22
2025-11-01,Travel & Transportation,87.36
2025-11-01,Bills & Utilities,597.64
2025-11-01,Entertainment,0.0
2025-11-01,shopping,70.32
2025-11-01,health & Medical,0.0
2025-11-01,Education,0.0
2025-11-02,food & Dining,254.62
2025-11-02,Travel & Transportation,91.54
2025-11-02,Bills & Utilities,623.07
2025-11-02,Entertainment,0.0
2025-11-02,shopping,0.0
2025-11-02,health & Medical,0.0
2025-11-02,Education,0.0
2025-11-03,food & Dining,281.22
2025-11-03,Travel & Transportation,60.86
2025-11-03,Bills & Utilities,544.17
2025-11-03,Entertainment,0.0
2025-11-03,shopping,0.0
2025-11-03,health & Medical,0.0
2025-11-03,Education,0.0
2025-11-04,food & Dining,350.08
2025-11-04,Travel & Transportation,99.93
2025-11-04,Bills & Utilities,445.64
2025-11-04,Entertainment,289.44
2025-11-04,shopping,0.0
2025-11-04,health & Medical,129.97
2025-11-04,Education,0.0
2025-11-05,food & Dining,225.22
2025-11-05,Travel & Transportation,99.63
2025-11-05,Bills & Utilities,482.72
2025-11-05,Entertainment,0.0
2025-11-05,shopping,0.0
2025-11-05,health & Medical,0.0
2025-11-05,Education,0.0
2025-11-06,food & Dining,323.08
2025-11-06,Travel & Transportation,127.84
2025-11-06,Bills & Utilities,322.95
2025-11-06,Entertainment,0.0
2025-11-06,shopping,0.0
2025-11-06,health & Medical,0.0
2025-11-06,Education,0.0
2025-11-07,food & Dining,422.06
2025-11-07,Travel & Transportation,113.11
2025-11-07,Bills & Utilities,509.21
2025-11-07,Entertainment,0.0
2025-11-07,shopping,259.26
2025-11-07,health & Medical,0.0
2025-11-07,Education,0.0
2025-11-08,food & Dining,256.41
2025-11-08,Travel & Transportation,100.67
2025-11-08,Bills & Utilities,669.35
2025-11-08,Entertainment,160.6
2025-11-08,shopping,0.0
2025-11-08,health & Medical,66.97
2025-11-08,Education,0.0
2025-11-09,food & Dining,396.67
2025-11-09,Travel & Transportation,107.7
2025-11-09,Bills & Utilities,498.85
2025-11-09,Entertainment,0.0
2025-11-09,shopping,0.0
2025-11-09,health & Medical,128.44
2025-11-09,Education,0.0
2025-11-10,food & Dining,377.82
2025-11-10,Travel & Transportation,59.58
2025-11-10,Bills & Utilities,410.12
2025-11-10,Entertainment,0.0
2025-11-10,shopping,0.0
2025-11-10,health & Medical,0.0
2025-11-10,Education,0.0
2025-11-11,food & Dining,309.01
2025-11-11,Travel & Transportation,75.55
2025-11-11,Bills & Utilities,352.37
2025-11-11,Entertainment,0.0
2025-11-11,shopping,0.0
2025-11-11,health & Medical,0.0
2025-11-11,Education,0.0
2025-11-12,food & Dining,258.05
2025-11-12,Travel & Transportation,78.77
2025-11-12,Bills & Utilities,446.12
2025-11-12,Entertainment,0.0
2025-11-12,shopping,0.0
2025-11-12,health & Medical,0.0
2025-11-12,Education,0.0
2025-11-13,food & Dining,281.64
2025-11-13,Travel & Transportation,108.63
2025-11-13,Bills & Utilities,383.59
2025-11-13,Entertainment,0.0
2025-11-13,shopping,0.0
2025-11-13,health & Medical,33.95
2025-11-13,Education,0.0
2025-11-14,food & Dining,263.8
2025-11-14,Travel & Transportation,132.06
2025-11-14,Bills & Utilities,371.4
2025-11-14,Entertainment,0.0
2025-11-14,shopping,404.84
2025-11-14,health & Medical,110.29
2025-11-14,Education,0.0
2025-11-15,food & Dining,321.62
2025-11-15,Travel & Transportation,78.48
2025-11-15,Bills & Utilities,296.76
2025-11-15,Entertainment,0.0
2025-11-15,shopping,0.0
2025-11-15,health & Medical,0.0
2025-11-15,Education,243.26
2025-11-16,food & Dining,215.2
2025-11-16,Travel & Transportation,126.37
2025-11-16,Bills & Utilities,548.06
2025-11-16,Entertainment,0.0
2025-11-16,shopping,0.0
2025-11-16,health & Medical,0.0
2025-11-16,Education,0.0
2025-11-17,food & Dining,365.0
2025-11-17,Travel & Transportation,128.81
2025-11-17,Bills & Utilities,320.58
2025-11-17,Entertainment,0.0
2025-11-17,shopping,148.94
2025-11-17,health & Medical,0.0
2025-11-17,Education,0.0
2025-11-18,food & Dining,233.42
2025-11-18,Travel & Transportation,56.05
2025-11-18,Bills & Utilities,433.15
2025-11-18,Entertainment,80.13
2025-11-18,shopping,0.0
2025-11-18,health & Medical,206.68
2025-11-18,Education,0.0
2025-11-19,food & Dining,355.83
2025-11-19,Travel & Transportation,106.96
2025-11-19,Bills & Utilities,549.89
2025-11-19,Entertainment,0.0
2025-11-19,shopping,218.4
2025-11-19,health & Medical,0.0
2025-11-19,Education,0.0
2025-11-20,food & Dining,298.49
2025-11-20,Travel & Transportation,68.02
2025-11-20,Bills & Utilities,494.85
2025-11-20,Entertainment,0.0
2025-11-20,shopping,293.12
2025-11-20,health & Medical,0.0
2025-11-20,Education,0.0
2025-11-21,food & Dining,378.01
2025-11-21,Travel & Transportation,41.45
2025-11-21,Bills & Utilities,368.46
2025-11-21,Entertainment,241.66
2025-11-21,shopping,0.0
2025-11-21,health & Medical,66.59
2025-11-21,Education,0.0
2025-11-22,food & Dining,225.63
2025-11-22,Travel & Transportation,57.93
2025-11-22,Bills & Utilities,709.11
2025-11-22,Entertainment,148.43
2025-11-22,shopping,195.36
2025-11-22,health & Medical,0.0
2025-11-22,Education,0.0
2025-11-23,food & Dining,338.45
2025-11-23,Travel & Transportation,84.18
2025-11-23,Bills & Utilities,499.49
2025-11-23,Entertainment,0.0
2025-11-23,shopping,0.0
2025-11-23,health & Medical,0.0
2025-11-23,Education,241.98
2025-11-24,food & Dining,326.37
2025-11-24,Travel & Transportation,121.22
2025-11-24,Bills & Utilities,577.69
2025-11-24,Entertainment,0.0
2025-11-24,shopping,308.28
2025-11-24,health & Medical,0.0
2025-11-24,Education,0.0
2025-11-25,food & Dining,284.55
2025-11-25,Travel & Transportation,112.14
2025-11-25,Bills & Utilities,496.49
2025-11-25,Entertainment,0.0
2025-11-25,shopping,0.0
2025-11-25,health & Medical,0.0
2025-11-25,Education,0.0
2025-11-26,food & Dining,278.46
2025-11-26,Travel & Transportation,109.31
2025-11-26,Bills & Utilities,387.27
2025-11-26,Entertainment,0.0
2025-11-26,shopping,225.8
2025-11-26,health & Medical,0.0
2025-11-26,Education,0.0
2025-11-27,food & Dining,380.27
2025-11-27,Travel & Transportation,136.72
2025-11-27,Bills & Utilities,342.86
2025-11-27,Entertainment,0.0
2025-11-27,shopping,280.3
2025-11-27,health & Medical,0.0
2025-11-27,Education,267.64
2025-11-28,food & Dining,322.81
2025-11-28,Travel & Transportation,113.82
2025-11-28,Bills & Utilities,347.77
2025-11-28,Entertainment,0.0
2025-11-28,shopping,0.0
2025-11-28,health & Medical,0.0
2025-11-28,Education,0.0
2025-11-29,food & Dining,352.5
2025-11-29,Travel & Transportation,109.74
2025-11-29,Bills & Utilities,514.3
2025-11-29,Entertainment,0.0
2025-11-29,shopping,202.4
2025-11-29,health & Medical,0.0
2025-11-29,Education,0.0
